User ID,Business ID,Rating,Date
1,103,5,4/7/2007
32,104,5,4/9/2007
32,105,5,4/9/2007
33,81,4,4/10/2007
33,1,4,4/10/2007
34,36,5,4/10/2007
34,106,4,4/10/2007
35,27,4,4/10/2007
33,107,5,4/10/2007
1,46,2,4/11/2007
29,108,5,4/11/2007
36,40,3,4/13/2007
36,109,3,4/13/2007
11,12,4,4/14/2007
4,110,4,4/15/2007
4,15,4,4/15/2007
2,111,3,4/17/2007
9,110,3,4/21/2007
9,112,5,4/21/2007
29,113,4,4/23/2007
29,114,4,4/23/2007
29,84,5,4/23/2007
29,115,5,4/23/2007
29,116,4,4/23/2007
2,117,1,4/24/2007
2,118,4,4/24/2007
2,119,5,4/24/2007
2,120,5,4/24/2007
2,121,5,4/24/2007
2,122,2,4/25/2007
33,52,5,4/26/2007
33,123,3,4/26/2007
1,40,4,4/28/2007
4,49,5,4/28/2007
2,124,4,4/30/2007
33,5,5,5/1/2007
33,36,4,5/1/2007
37,125,3,5/3/2007
38,31,3,5/3/2007
29,126,4,5/4/2007
4,23,4,5/4/2007
29,23,4,5/4/2007
39,46,3,5/5/2007
29,127,4,5/5/2007
29,128,5,5/5/2007
1,5,5,5/6/2007
1,31,3,5/6/2007
37,129,4,5/7/2007
40,9,4,5/8/2007
40,21,4,5/8/2007
1,74,5,5/8/2007
9,130,4,5/9/2007
41,131,4,5/10/2007
41,132,5,5/10/2007
41,1,5,5/10/2007
1,70,3,5/10/2007
41,70,4,5/10/2007
9,18,5,5/11/2007
1,133,3,5/11/2007
4,134,5,5/11/2007
37,40,4,5/12/2007
11,46,1,5/12/2007
2,46,1,5/12/2007
37,64,4,5/12/2007
29,135,4,5/12/2007
37,136,3,5/12/2007
37,137,4,5/13/2007
37,138,3,5/13/2007
37,139,2,5/13/2007
36,65,4,5/14/2007
9,37,3,5/15/2007
2,140,5,5/17/2007
2,141,4,5/17/2007
29,142,5,5/18/2007
37,143,4,5/18/2007
2,144,4,5/18/2007
2,145,4,5/18/2007
37,146,3,5/18/2007
37,147,1,5/18/2007
2,70,3,5/18/2007
4,148,4,5/19/2007
4,149,4,5/19/2007
42,80,3,5/20/2007
2,84,4,5/20/2007
42,47,4,5/20/2007
42,9,3,5/20/2007
29,32,3,5/20/2007
37,150,4,5/22/2007
29,150,3,5/22/2007
29,151,5,5/24/2007
1,152,1,5/27/2007
1,153,3,5/27/2007
43,54,1,5/28/2007
1,154,4,5/28/2007
43,154,5,5/28/2007
43,155,5,5/28/2007
9,39,5,5/28/2007
29,156,3,5/29/2007
1,157,3,5/29/2007
43,81,5,5/30/2007
2,85,3,5/30/2007
44,83,4,5/31/2007
45,158,3,5/31/2007
46,159,4,5/31/2007
46,160,4,5/31/2007
46,161,4,5/31/2007
46,12,5,5/31/2007
46,19,4,5/31/2007
45,13,4,5/31/2007
46,43,4,5/31/2007
37,162,4,5/31/2007
46,163,3,5/31/2007
46,88,4,5/31/2007
37,69,2,5/31/2007
46,125,2,5/31/2007
46,49,4,5/31/2007
46,164,4,5/31/2007
29,165,4,6/1/2007
37,166,5,6/1/2007
29,38,5,6/1/2007
37,117,3,6/2/2007
29,167,5,6/3/2007
9,133,2,6/4/2007
47,163,5,6/4/2007
47,88,5,6/4/2007
9,163,1,6/5/2007
37,163,1,6/5/2007
1,163,1,6/5/2007
48,168,4,6/6/2007
48,169,2,6/6/2007
48,13,3,6/6/2007
29,163,1,6/6/2007
48,36,4,6/6/2007
48,38,3,6/6/2007
48,27,5,6/6/2007
48,70,5,6/6/2007
9,170,2,6/7/2007
49,171,4,6/9/2007
49,172,5,6/9/2007
49,63,4,6/9/2007
49,173,4,6/9/2007
49,174,4,6/9/2007
49,175,4,6/9/2007
49,9,5,6/9/2007
49,96,5,6/9/2007
49,20,4,6/9/2007
49,85,5,6/9/2007
49,176,4,6/9/2007
1,177,4,6/9/2007
49,23,4,6/9/2007
50,178,1,6/10/2007
50,63,1,6/10/2007
50,179,4,6/10/2007
50,180,2,6/10/2007
50,181,3,6/10/2007
50,182,5,6/10/2007
50,183,5,6/10/2007
50,184,5,6/10/2007
29,185,3,6/11/2007
29,186,5,6/11/2007
2,187,5,6/11/2007
49,78,5,6/11/2007
9,179,4,6/11/2007
9,134,5,6/11/2007
29,134,5,6/11/2007
9,183,5,6/11/2007
50,188,5,6/12/2007
50,189,5,6/12/2007
50,190,5,6/12/2007
50,191,5,6/12/2007
50,192,4,6/12/2007
29,193,5,6/12/2007
50,194,1,6/12/2007
1,195,4,6/12/2007
29,99,5,6/12/2007
1,178,3,6/13/2007
50,196,5,6/13/2007
25,99,5,6/13/2007
51,18,5,6/15/2007
51,35,5,6/15/2007
51,69,1,6/15/2007
51,102,5,6/15/2007
51,197,1,6/15/2007
51,84,5,6/17/2007
29,198,4,6/17/2007
25,168,3,6/18/2007
1,64,3,6/18/2007
15,199,5,6/20/2007
1,200,2,6/21/2007
52,149,4,6/21/2007
53,40,4,6/21/2007
52,92,4,6/21/2007
53,83,4,6/21/2007
52,201,4,6/21/2007
53,56,3,6/21/2007
52,73,4,6/21/2007
52,19,5,6/21/2007
52,47,4,6/21/2007
52,95,4,6/21/2007
52,180,2,6/21/2007
52,9,2,6/21/2007
52,202,1,6/21/2007
53,96,3,6/21/2007
54,42,5,6/21/2007
53,203,3,6/22/2007
52,133,2,6/22/2007
52,196,4,6/22/2007
52,84,4,6/22/2007
53,10,4,6/22/2007
29,10,2,6/22/2007
52,15,3,6/22/2007
29,138,3,6/22/2007
52,204,3,6/22/2007
55,205,5,6/29/2007
1,206,2,6/29/2007
50,207,5,7/2/2007
9,84,5,7/4/2007
9,96,4,7/4/2007
34,95,4,7/5/2007
34,163,1,7/5/2007
34,208,5,7/5/2007
34,38,5,7/5/2007
53,187,4,7/6/2007
53,209,4,7/6/2007
53,2,5,7/6/2007
53,210,4,7/6/2007
43,101,4,7/6/2007
52,31,3,7/7/2007
52,176,3,7/7/2007
52,123,5,7/7/2007
1,35,3,7/8/2007
56,119,4,7/8/2007
56,49,4,7/8/2007
9,176,1,7/8/2007
57,121,5,7/8/2007
45,133,5,7/11/2007
58,112,4,7/11/2007
29,211,4,7/13/2007
9,2,5,7/15/2007
59,131,1,7/18/2007
59,49,1,7/18/2007
29,212,5,7/18/2007
59,42,5,7/18/2007
59,213,5,7/19/2007
59,36,1,7/19/2007
1,214,3,7/20/2007
60,215,3,7/22/2007
29,216,4,7/22/2007
37,217,4,7/22/2007
37,218,4,7/22/2007
60,27,5,7/22/2007
61,168,2,7/23/2007
60,25,5,7/23/2007
61,49,3,7/23/2007
61,10,1,7/23/2007
60,219,4,7/23/2007
60,86,5,7/23/2007
62,220,3,7/24/2007
62,33,4,7/24/2007
62,187,5,7/24/2007
62,103,4,7/24/2007
37,174,5,7/24/2007
62,221,4,7/24/2007
62,96,2,7/24/2007
63,176,3,7/24/2007
63,208,4,7/24/2007
59,65,2,7/25/2007
64,42,4,7/25/2007
64,222,2,7/26/2007
64,223,5,7/26/2007
64,78,4,7/26/2007
65,191,5,7/26/2007
64,224,5,7/26/2007
61,170,3,7/27/2007
66,12,4,7/27/2007
1,225,2,7/27/2007
66,124,4,7/27/2007
67,179,5,7/27/2007
64,23,5,7/27/2007
64,226,5,7/28/2007
65,227,4,7/28/2007
1,212,4,7/28/2007
68,163,4,7/29/2007
68,23,5,7/29/2007
68,70,5,7/29/2007
9,187,5,7/30/2007
52,18,4,7/30/2007
69,46,3,7/30/2007
52,228,4,7/30/2007
52,98,3,7/30/2007
52,74,5,7/30/2007
53,80,4,7/31/2007
1,132,3,7/31/2007
64,229,5,7/31/2007
53,174,4,7/31/2007
53,230,5,7/31/2007
9,141,3,7/31/2007
53,195,3,7/31/2007
53,206,3,7/31/2007
53,231,4,7/31/2007
70,232,5,8/1/2007
70,84,5,8/1/2007
52,233,2,8/1/2007
59,234,3,8/2/2007
59,37,3,8/2/2007
59,21,4,8/2/2007
71,235,5,8/3/2007
45,157,4,8/3/2007
45,236,5,8/3/2007
71,237,5,8/3/2007
71,238,5,8/3/2007
4,239,4,8/4/2007
70,21,5,8/4/2007
59,83,3,8/5/2007
59,33,3,8/5/2007
59,73,3,8/5/2007
72,84,5,8/5/2007
59,215,2,8/5/2007
15,212,2,8/5/2007
59,32,3,8/5/2007
59,70,3,8/5/2007
59,101,3,8/5/2007
59,240,2,8/6/2007
68,161,3,8/6/2007
73,161,5,8/6/2007
59,241,4,8/6/2007
59,77,4,8/6/2007
52,69,2,8/7/2007
52,242,4,8/7/2007
52,39,3,8/7/2007
9,99,5,8/7/2007
74,243,4,8/8/2007
75,132,5,8/9/2007
52,40,3,8/10/2007
52,177,2,8/10/2007
59,18,4,8/13/2007
9,111,3,8/13/2007
4,99,5,8/13/2007
68,160,2,8/14/2007
68,157,4,8/14/2007
68,99,5,8/14/2007
76,101,4,8/14/2007
37,244,3,8/15/2007
1,245,3,8/15/2007
9,246,1,8/15/2007
74,204,2,8/15/2007
76,36,3,8/16/2007
74,49,5,8/16/2007
74,247,5,8/16/2007
74,31,3,8/16/2007
77,86,5,8/16/2007
9,21,3,8/16/2007
9,27,4,8/17/2007
70,248,5,8/19/2007
1,249,4,8/19/2007
78,5,2,8/20/2007
78,117,1,8/20/2007
1,250,5,8/20/2007
78,9,3,8/20/2007
70,212,4,8/20/2007
78,123,2,8/20/2007
78,107,5,8/20/2007
78,70,5,8/20/2007
79,44,4,8/21/2007
74,251,2,8/21/2007
79,159,4,8/21/2007
79,160,3,8/21/2007
79,157,3,8/21/2007
79,252,4,8/21/2007
79,163,2,8/21/2007
79,64,3,8/21/2007
74,115,5,8/21/2007
79,36,3,8/21/2007
80,96,5,8/21/2007
74,176,1,8/21/2007
70,54,5,8/22/2007
52,185,1,8/23/2007
52,83,4,8/23/2007
79,161,3,8/23/2007
37,253,1,8/23/2007
29,254,4,8/23/2007
79,255,4,8/23/2007
80,5,4,8/25/2007
80,18,3,8/25/2007
80,87,4,8/25/2007
80,2,4,8/25/2007
80,31,4,8/25/2007
80,42,5,8/25/2007
80,204,3,8/25/2007
80,123,3,8/25/2007
80,214,4,8/26/2007
80,40,3,8/26/2007
80,12,4,8/26/2007
80,103,4,8/26/2007
80,243,5,8/26/2007
80,84,4,8/26/2007
80,166,4,8/26/2007
80,47,3,8/26/2007
80,256,2,8/26/2007
80,64,3,8/26/2007
80,112,5,8/26/2007
80,52,4,8/26/2007
80,49,4,8/26/2007
80,54,3,8/26/2007
64,257,4,8/29/2007
52,258,4,8/30/2007
52,159,3,8/31/2007
59,259,4,8/31/2007
52,157,4,8/31/2007
52,163,1,8/31/2007
52,36,4,8/31/2007
52,260,2,8/31/2007
52,32,3,8/31/2007
52,261,3,8/31/2007
59,107,3,8/31/2007
1,262,5,9/1/2007
29,22,4,9/1/2007
37,263,1,9/2/2007
81,264,4,9/3/2007
80,98,3,9/3/2007
52,214,2,9/4/2007
37,206,3,9/4/2007
64,265,5,9/5/2007
74,266,3,9/5/2007
82,33,5,9/7/2007
82,20,2,9/7/2007
4,267,5,9/9/2007
83,268,3,9/10/2007
84,13,4,9/10/2007
84,1,4,9/10/2007
85,216,5,9/10/2007
83,269,4,9/10/2007
83,270,4,9/10/2007
84,261,2,9/10/2007
86,87,4,9/11/2007
87,220,5,9/13/2007
87,271,5,9/13/2007
87,25,5,9/13/2007
87,39,5,9/13/2007
87,120,5,9/13/2007
88,84,5,9/14/2007
89,170,4,9/16/2007
89,209,5,9/16/2007
89,272,3,9/16/2007
89,219,5,9/16/2007
89,255,5,9/16/2007
89,273,4,9/16/2007
52,274,4,9/17/2007
52,156,2,9/17/2007
52,234,3,9/17/2007
52,4,3,9/17/2007
29,102,4,9/18/2007
90,49,4,9/19/2007
90,99,5,9/19/2007
91,275,3,9/20/2007
52,44,3,9/23/2007
52,172,4,9/23/2007
1,56,3,9/23/2007
52,88,4,9/23/2007
52,213,3,9/23/2007
52,1,2,9/23/2007
52,276,3,9/23/2007
52,164,3,9/23/2007
52,106,1,9/24/2007
74,277,4,9/25/2007
74,278,5,9/25/2007
1,279,5,9/25/2007
29,180,3,9/26/2007
89,100,5,9/26/2007
52,240,3,9/28/2007
52,280,2,9/28/2007
52,168,2,9/28/2007
52,241,4,9/28/2007
86,18,4,10/1/2007
92,49,5,10/1/2007
93,140,5,10/5/2007
93,177,4,10/5/2007
94,132,4,10/8/2007
94,115,3,10/8/2007
94,176,3,10/8/2007
95,281,1,10/11/2007
40,282,5,10/11/2007
40,283,5,10/11/2007
95,177,1,10/11/2007
96,284,5,10/15/2007
96,285,4,10/15/2007
89,53,4,10/18/2007
89,286,3,10/18/2007
40,87,2,10/19/2007
40,84,4,10/19/2007
40,208,5,10/19/2007
97,287,2,10/20/2007
98,178,2,10/20/2007
98,69,5,10/20/2007
97,266,2,10/20/2007
97,288,4,10/20/2007
59,40,4,10/21/2007
59,156,1,10/21/2007
59,289,4,10/21/2007
59,187,4,10/21/2007
59,46,2,10/21/2007
59,196,2,10/21/2007
59,9,3,10/21/2007
59,112,3,10/21/2007
59,290,3,10/21/2007
59,62,3,10/21/2007
99,163,1,10/22/2007
97,243,3,10/23/2007
9,291,1,10/26/2007
96,292,5,10/27/2007
96,18,5,10/27/2007
96,12,5,10/27/2007
96,112,5,10/27/2007
96,192,4,10/27/2007
100,106,1,10/27/2007
37,116,4,10/27/2007
9,293,1,10/28/2007
50,294,5,10/28/2007
101,12,3,10/29/2007
52,54,2,10/30/2007
93,295,5,10/31/2007
64,296,5,11/1/2007
101,36,4,11/1/2007
101,68,5,11/2/2007
101,245,5,11/2/2007
101,297,2,11/2/2007
101,57,2,11/2/2007
93,298,3,11/2/2007
101,230,1,11/2/2007
101,299,4,11/2/2007
102,300,5,11/2/2007
101,76,2,11/2/2007
103,240,5,11/3/2007
104,26,5,11/4/2007
105,131,4,11/5/2007
105,291,1,11/5/2007
105,1,4,11/5/2007
52,70,2,11/5/2007
52,221,4,11/7/2007
18,301,3,11/8/2007
18,9,3,11/8/2007
18,302,4,11/8/2007
106,303,4,11/10/2007
45,304,5,11/11/2007
52,208,4,11/12/2007
9,212,4,11/13/2007
101,226,5,11/14/2007
107,300,4,11/15/2007
108,90,3,11/16/2007
96,78,2,11/16/2007
89,305,3,11/17/2007
9,132,2,11/19/2007
106,132,4,11/19/2007
45,306,5,11/19/2007
9,207,4,11/19/2007
109,46,4,11/21/2007
109,307,2,11/21/2007
37,308,5,11/21/2007
37,309,2,11/21/2007
9,310,2,11/22/2007
9,36,4,11/24/2007
29,310,1,11/24/2007
4,311,5,11/25/2007
52,25,4,12/3/2007
4,229,5,12/6/2007
52,311,4,12/7/2007
9,312,4,12/8/2007
61,187,5,12/8/2007
61,313,2,12/8/2007
1,314,3,12/8/2007
110,92,4,12/10/2007
110,47,5,12/10/2007
110,9,4,12/10/2007
111,99,5,12/10/2007
112,33,5,12/12/2007
112,221,5,12/12/2007
112,61,4,12/12/2007
112,315,3,12/13/2007
93,316,4,12/15/2007
93,37,3,12/15/2007
112,227,3,12/16/2007
9,317,3,12/16/2007
112,38,5,12/19/2007
112,103,3,12/21/2007
112,123,3,12/27/2007
64,318,4,12/28/2007
113,246,1,12/28/2007
114,240,5,1/1/2008
114,33,4,1/1/2008
114,18,3,1/1/2008
114,215,3,1/1/2008
114,208,5,1/1/2008
114,99,4,1/1/2008
115,115,4,1/2/2008
116,55,4,1/3/2008
116,285,4,1/3/2008
117,319,1,1/4/2008
37,319,1,1/5/2008
1,320,4,1/5/2008
29,321,3,1/6/2008
29,132,1,1/6/2008
29,14,4,1/6/2008
114,186,1,1/9/2008
114,34,3,1/9/2008
114,322,3,1/9/2008
114,12,4,1/9/2008
114,201,4,1/9/2008
114,84,5,1/9/2008
114,191,5,1/9/2008
114,115,5,1/9/2008
114,313,1,1/9/2008
114,49,5,1/9/2008
114,54,3,1/9/2008
114,102,4,1/9/2008
118,208,4,1/9/2008
114,38,3,1/9/2008
114,42,3,1/9/2008
114,4,3,1/9/2008
114,71,2,1/10/2008
114,202,4,1/10/2008
114,323,3,1/10/2008
114,96,3,1/10/2008
119,55,5,1/11/2008
120,219,5,1/12/2008
121,311,2,1/12/2008
122,324,4,1/14/2008
123,209,5,1/14/2008
123,325,1,1/14/2008
124,71,4,1/15/2008
125,25,5,1/17/2008
114,225,3,1/18/2008
126,207,4,1/18/2008
112,307,4,1/18/2008
112,9,5,1/19/2008
87,174,4,1/20/2008
117,326,1,1/20/2008
87,128,5,1/20/2008
112,178,3,1/21/2008
112,37,3,1/21/2008
112,21,4,1/21/2008
60,303,4,1/22/2008
127,42,5,1/26/2008
60,201,2,1/27/2008
60,243,5,1/27/2008
117,91,1,1/27/2008
60,102,4,1/27/2008
114,40,2,1/28/2008
112,18,3,1/28/2008
112,327,4,1/28/2008
114,111,1,1/28/2008
114,95,5,1/28/2008
114,328,4,1/28/2008
60,329,4,1/28/2008
123,91,1,1/28/2008
114,212,3,1/28/2008
114,219,3,1/28/2008
114,15,3,1/28/2008
60,208,5,1/28/2008
112,208,3,1/29/2008
114,241,4,1/30/2008
112,4,3,1/30/2008
128,83,5,2/3/2008
129,291,1,2/3/2008
129,70,4,2/3/2008
112,294,4,2/5/2008
112,330,4,2/5/2008
112,172,4,2/6/2008
112,42,5,2/6/2008
93,251,4,2/7/2008
112,149,4,2/8/2008
130,170,3,2/8/2008
87,47,4,2/8/2008
130,209,5,2/8/2008
130,163,1,2/8/2008
130,36,3,2/8/2008
130,44,5,2/9/2008
130,46,4,2/9/2008
130,13,5,2/9/2008
112,90,2,2/9/2008
112,31,5,2/9/2008
130,31,5,2/9/2008
112,15,3,2/9/2008
4,208,4,2/9/2008
130,187,4,2/10/2008
131,95,5,2/11/2008
131,31,5,2/11/2008
132,313,4,2/12/2008
133,15,5,2/12/2008
132,32,3,2/12/2008
132,84,5,2/13/2008
132,70,3,2/15/2008
9,26,5,2/16/2008
134,294,4,2/17/2008
134,201,4,2/17/2008
135,126,3,2/17/2008
134,221,5,2/17/2008
112,286,2,2/17/2008
134,96,4,2/17/2008
134,331,2,2/17/2008
134,208,4,2/17/2008
136,332,1,2/18/2008
112,46,3,2/18/2008
45,25,5,2/18/2008
137,321,3,2/19/2008
138,149,5,2/19/2008
137,112,4,2/19/2008
132,192,5,2/19/2008
139,192,5,2/19/2008
138,65,1,2/19/2008
137,285,3,2/19/2008
132,333,3,2/21/2008
132,170,4,2/21/2008
132,246,1,2/21/2008
140,83,5,2/22/2008
141,334,5,2/22/2008
142,208,2,2/22/2008
132,130,4,2/24/2008
143,187,5,2/26/2008
124,259,4,2/26/2008
124,196,5,2/26/2008
112,101,4,2/26/2008
132,40,3,2/27/2008
112,141,3,2/27/2008
1,15,3,3/1/2008
144,227,3,3/2/2008
144,52,3,3/2/2008
144,31,4,3/2/2008
112,52,3,3/3/2008
145,111,4,3/4/2008
146,5,5,3/5/2008
146,258,2,3/6/2008
37,212,2,3/9/2008
37,335,4,3/11/2008
85,117,1,3/15/2008
147,84,5,3/15/2008
147,49,5,3/15/2008
112,118,3,3/18/2008
148,49,5,3/19/2008
112,131,1,3/20/2008
70,18,4,3/22/2008
37,336,5,3/26/2008
29,337,5,3/26/2008
37,338,3,3/26/2008
149,12,5,3/28/2008
50,305,5,3/28/2008
132,252,2,3/29/2008
132,88,4,3/29/2008
132,64,3,3/29/2008
132,36,4,3/29/2008
150,149,1,3/31/2008
149,69,3,3/31/2008
150,98,3,3/31/2008
150,261,2,3/31/2008
132,46,3,4/1/2008
151,149,1,4/2/2008
151,261,1,4/2/2008
152,44,3,4/3/2008
152,18,5,4/3/2008
152,323,1,4/3/2008
152,49,3,4/3/2008
152,288,1,4/3/2008
147,196,5,4/4/2008
147,77,4,4/4/2008
153,9,5,4/4/2008
132,31,5,4/4/2008
132,159,4,4/6/2008
154,339,4,4/7/2008
25,47,2,4/7/2008
152,340,1,4/7/2008
154,101,4,4/7/2008
149,341,5,4/8/2008
149,99,5,4/8/2008
4,88,4,4/9/2008
132,241,4,4/10/2008
132,107,4,4/10/2008
155,250,3,4/11/2008
156,312,5,4/13/2008
157,42,5,4/13/2008
158,23,4,4/15/2008
9,9,3,4/16/2008
9,330,4,4/16/2008
112,342,3,4/17/2008
157,78,5,4/17/2008
157,313,5,4/17/2008
157,343,1,4/17/2008
157,294,3,4/18/2008
157,12,3,4/18/2008
157,316,5,4/18/2008
157,320,2,4/18/2008
157,344,5,4/19/2008
159,83,5,4/20/2008
157,49,4,4/20/2008
132,99,5,4/21/2008
37,165,5,4/23/2008
9,345,4,4/23/2008
160,1,2,4/24/2008
161,176,3,4/26/2008
130,346,5,4/27/2008
162,345,4,4/27/2008
162,54,1,4/27/2008
130,38,4,4/27/2008
132,5,3,4/28/2008
132,347,4,4/28/2008
157,70,3,4/28/2008
163,345,4,4/29/2008
157,24,4,4/29/2008
163,52,4,4/29/2008
163,177,4,4/29/2008
149,348,5,4/30/2008
163,133,2,4/30/2008
149,349,3,4/30/2008
163,13,4,4/30/2008
149,13,4,4/30/2008
163,341,1,4/30/2008
149,84,5,4/30/2008
149,95,5,4/30/2008
163,88,4,4/30/2008
149,192,4,4/30/2008
163,49,2,4/30/2008
149,49,5,4/30/2008
163,176,3,4/30/2008
163,32,3,4/30/2008
163,21,2,4/30/2008
149,23,5,4/30/2008
161,44,4,5/1/2008
163,89,5,5/1/2008
164,18,5,5/1/2008
132,13,5,5/1/2008
1,141,2,5/1/2008
164,23,5,5/1/2008
164,183,5,5/1/2008
40,294,3,5/2/2008
40,39,5,5/2/2008
40,50,3,5/2/2008
165,23,2,5/2/2008
166,54,1,5/3/2008
9,350,1,5/3/2008
147,351,4,5/4/2008
147,345,4,5/4/2008
147,38,5,5/4/2008
149,25,5,5/5/2008
1,352,2,5/5/2008
167,9,4,5/6/2008
132,261,4,5/6/2008
163,292,1,5/7/2008
158,234,5,5/7/2008
158,97,3,5/7/2008
158,353,1,5/7/2008
132,157,4,5/8/2008
168,9,1,5/8/2008
169,40,4,5/9/2008
59,177,4,5/9/2008
12,354,1,5/10/2008
170,176,4,5/10/2008
12,176,3,5/10/2008
59,149,3,5/11/2008
59,355,3,5/11/2008
59,132,2,5/11/2008
59,356,2,5/11/2008
59,192,2,5/11/2008
132,19,4,5/12/2008
133,31,3,5/12/2008
37,23,4,5/13/2008
113,178,1,5/14/2008
171,63,1,5/14/2008
171,84,5,5/14/2008
171,192,5,5/14/2008
171,328,4,5/14/2008
172,194,3,5/14/2008
124,352,1,5/14/2008
113,11,5,5/14/2008
171,4,4,5/14/2008
113,357,3,5/15/2008
113,8,5,5/15/2008
172,190,4,5/15/2008
173,98,4,5/16/2008
174,334,1,5/18/2008
170,75,2,5/18/2008
175,49,4,5/18/2008
132,156,3,5/19/2008
176,49,4,5/19/2008
175,31,2,5/21/2008
177,39,4,5/22/2008
108,220,3,5/23/2008
178,103,5,5/23/2008
59,172,3,5/24/2008
59,96,5,5/24/2008
59,68,3,5/25/2008
59,84,3,5/25/2008
59,328,2,5/25/2008
108,358,2,5/26/2008
157,274,4,5/27/2008
157,104,3,5/27/2008
29,172,5,5/27/2008
179,133,5,5/27/2008
180,84,5,5/27/2008
8,23,5,5/27/2008
181,114,5,5/31/2008
59,106,2,5/31/2008
80,114,4,6/1/2008
163,18,5,6/3/2008
182,359,3,6/3/2008
85,360,5,6/3/2008
163,299,1,6/3/2008
161,82,1,6/3/2008
163,82,2,6/3/2008
84,178,2,6/4/2008
84,153,3,6/4/2008
9,92,4,6/5/2008
66,361,5,6/5/2008
183,84,5,6/5/2008
66,330,4,6/5/2008
184,95,3,6/7/2008
184,275,4,6/8/2008
163,103,4,6/9/2008
185,362,5,6/9/2008
163,219,1,6/9/2008
186,74,1,6/9/2008
163,123,4,6/9/2008
112,363,4,6/10/2008
163,364,5,6/10/2008
163,365,3,6/10/2008
163,210,5,6/10/2008
163,42,2,6/10/2008
163,366,5,6/11/2008
187,84,2,6/11/2008
187,264,5,6/11/2008
188,38,4,6/12/2008
188,23,5,6/12/2008
1,347,4,6/13/2008
179,84,5,6/13/2008
163,44,4,6/14/2008
25,294,4,6/15/2008
163,326,2,6/15/2008
189,25,5,6/16/2008
173,290,1,6/17/2008
